,Country,Country Code,City,Region,Address,Website,Phone #s,Instructor,Latitude,Longitude,Geocode Type,Google Address
323,NEW ZEALAND,NZ,Onewhero,Auckland,Kuk Sool Won of Onewhero The Te Kohanga Community Hall Tuakau Bridge-Port Waikato Road Te Kohanga Waikato,https://www.pukekohemartialarts.co.nz/,0210 227 7861,Inst. Jane Hurst,-37.3278075,174.9151858,APPROXIMATE,"Onewhero, New Zealand"
324,NEW ZEALAND,NZ,Pukekohe,Auckland,"Kuk Sool Won of Pukekohe Drever Gym Pukekohe High School 14 Harris St Pukekohe, 2120",http://www.kuksoolwon.co.nz,0210 227 7861,Inst. Caroline Hurst,-37.2046938,174.9065871,ROOFTOP,"14 Harris St, Auckland, Pukekohe 2120, New Zealand"
325,NORWAY,NO,Oslo,Oslo,"Smestad skole Konventveien 27 0377, Oslo Norway",http://www.kuksoolwon.no,,PKJN Hyosung Jun,59.9325431,10.6827947,ROOFTOP,"Konventveien 27, 0377 Oslo, Norway"
326,PUERTO RICO,PR,Puerto Rico,Puerto Rico,Ave Font Martello 119 Humacao P.R. 00791,,(787) 266-5729,SIKJN Richard Roper,18.150294,-65.8232276,RANGE_INTERPOLATED,"119 Sector Cuesta Los Jobos, Humacao, 00791, Puerto Rico"
327,SPAIN,ES,Barcelona (Palleja),Barcelona,"Placa De La Vila, S/N 08780 Palleja Barcelona",http://www.kuksoolwon.es,936 85 73 43,PKJN. Jordi Velasco,41.4213871,1.9972813,APPROXIMATE,"08780 Pallejà, Barcelona, Spain"
328,SPAIN,ES,Barcelona (St. Feliu),Barcelona,"Sant Llorenc, 15 08980  St. Feliu Del Llobregat Barcelona",http://www.kuksoolwon.es,936 85 73 43,PKJN. Jordi Velasco,41.3808823,2.0486253,ROOFTOP,"Carrer de Sant Llorenç, 15, 08980 Sant Feliu de Llobregat, Barcelona, Spain"
329,SPAIN,ES,Madrid,Madrid,"Escuela central de Madrid Calle de Lira, 4 28007 Madrid",http://www.kuksoolwon.es,615 31 21 14,JIKJN Luis Jose Galache,40.4083733,-3.669601,ROOFTOP,"Calle de Lira, 4, 28007 Madrid, Spain"
330,SPAIN,ES,Rivas,Madrid,"NEW!!! C/ Serero Ochoa No. 9, nave B1 28521 Rivas Vaciamadrid",http://www.kuksoolwon.info,615 31 21 14,Maria Teresa Medina Aguado,40.332459,-3.522355,GEOMETRIC_CENTER,"C/ Severo Ochoa nº9, Nave B1, 28521 Rivas-Vaciamadrid, Madrid, Spain"
331,SPAIN,ES,Murcia,Murcia,34·96·868·55·37,,,PKJN Jackie Barry,40.46366700000001,-3.74922,APPROXIMATE,Spain
332,THAILAND,TH,Bankkok,Bangkok,Bangkok,,,,13.7563309,100.5017651,APPROXIMATE,"Bangkok, Thailand"
